date,count_first_shot_general,count_second_shot_general,count_third_shot_general,count_fourth_shot_general,count_fifth_shot_general,count_sixth_shot_general,count_seventh_shot_general,count_first_shot_general_wo_deceased,count_second_shot_general_wo_deceased,count_third_shot_general_wo_deceased,count_fourth_shot_general_wo_deceased,count_fifth_shot_general_wo_deceased,count_sixth_shot_general_wo_deceased,count_seventh_shot_general_wo_deceased
2023-06-16,254,325,1353,6305,53084,409927,0,254,325,1353,6305,53084,409927,0
2023-06-17,255,396,1145,4807,37290,316630,0,255,396,1145,4807,37290,316630,0
2023-06-18,41,77,230,1155,11325,116028,0,41,77,230,1155,11325,116028,0
2023-06-19,125,176,803,3677,33992,281262,0,125,176,803,3677,33992,281262,0
2023-06-20,181,254,1088,4449,38672,303152,0,181,254,1088,4449,38672,303152,0
2023-06-21,148,222,961,4284,36094,268217,0,148,222,961,4284,36094,268217,0
2023-06-22,162,219,853,3938,33994,242217,0,162,219,853,3938,33994,242217,0
2023-06-23,275,386,1444,6103,50035,345076,0,275,386,1444,6103,50035,345076,0
2023-06-24,276,528,1192,4905,38071,279364,0,276,528,1192,4905,38071,279364,0
2023-06-25,51,103,222,1269,11643,113460,0,51,103,222,1269,11643,113460,0
2023-06-26,104,261,732,3532,32059,237558,0,104,261,732,3532,32059,237558,0
2023-06-27,211,342,1002,4139,37407,261872,0,211,342,1002,4139,37407,261872,0
2023-06-28,154,319,855,4034,34259,230089,0,154,319,855,4034,34259,230089,0
2023-06-29,137,363,836,3775,32283,211227,0,137,363,836,3775,32283,211227,0
2023-06-30,297,658,1168,5942,44740,290334,0,297,658,1168,5942,44740,290334,0
2023-07-01,169,149,945,3581,25688,181076,0,169,149,945,3581,25688,181076,0
2023-07-02,56,28,167,691,6770,60910,0,56,28,167,691,6770,60910,0
2023-07-03,117,68,496,2198,22848,160253,0,117,68,496,2198,22848,160253,0
2023-07-04,140,124,716,2854,26130,173515,0,140,124,716,2854,26130,173515,0
2023-07-05,110,114,714,2768,24282,148597,0,110,114,714,2768,24282,148597,0
2023-07-06,108,102,660,2553,22370,134345,0,108,102,660,2553,22370,134345,0
2023-07-07,263,200,1049,4083,35289,204781,0,263,200,1049,4083,35289,204781,0
2023-07-08,209,198,943,3427,24930,152688,0,209,198,943,3427,24930,152688,0
2023-07-09,30,41,135,675,5681,47661,0,30,41,135,675,5681,47661,0
2023-07-10,143,137,525,2334,22212,134088,0,143,137,525,2334,22212,134088,0
2023-07-11,222,174,731,2859,25391,151977,0,222,174,731,2859,25391,151977,0
2023-07-12,145,151,666,2655,23246,130221,0,145,151,666,2655,23246,130221,0
2023-07-13,124,162,547,2583,21706,114009,0,124,162,547,2583,21706,114009,0
2023-07-14,231,241,923,4092,34528,175481,0,231,241,923,4092,34528,175481,0
2023-07-15,208,257,788,2979,22856,119857,0,208,257,788,2979,22856,119857,0
2023-07-16,40,36,114,353,3392,22795,0,40,36,114,353,3392,22795,0
2023-07-17,8,4,46,164,977,6279,0,8,4,46,164,977,6279,0
2023-07-18,167,194,579,2326,20749,114029,0,167,194,579,2326,20749,114029,0
2023-07-19,172,182,597,2524,20541,106052,0,172,182,597,2524,20541,106052,0
2023-07-20,146,126,537,2365,18851,94765,0,146,126,537,2365,18851,94765,0
2023-07-21,198,331,917,3863,29603,143620,0,198,331,917,3863,29603,143620,0
2023-07-22,204,236,796,3144,20689,105231,0,204,236,796,3144,20689,105231,0
2023-07-23,23,53,151,631,3952,27844,0,23,53,151,631,3952,27844,0
2023-07-24,143,174,470,2234,17960,93135,0,143,174,470,2234,17960,93135,0
2023-07-25,177,209,677,2649,20354,97684,0,177,209,677,2649,20354,97684,0
2023-07-26,153,149,626,2452,17479,81840,0,153,149,626,2452,17479,81840,0
2023-07-27,154,147,508,2238,15126,70150,0,154,147,508,2238,15126,70150,0
2023-07-28,288,287,951,3669,25039,110313,0,288,287,951,3669,25039,110313,0
2023-07-29,228,215,678,2452,16402,74792,0,228,215,678,2452,16402,74792,0
2023-07-30,54,45,133,385,2541,14446,0,54,45,133,385,2541,14446,0
2023-07-31,128,129,368,1578,12619,58690,0,128,129,368,1578,12619,58690,0
2023-08-01,199,196,394,1402,11306,51902,0,199,196,394,1402,11306,51902,0
2023-08-02,165,137,355,1379,9619,42487,0,165,137,355,1379,9619,42487,0
2023-08-03,122,129,353,1245,9177,38941,0,122,129,353,1245,9177,38941,0
2023-08-04,286,243,586,2167,15859,66734,0,286,243,586,2167,15859,66734,0
2023-08-05,289,212,539,1591,11388,45667,0,289,212,539,1591,11388,45667,0
2023-08-06,27,40,67,266,1985,8707,0,27,40,67,266,1985,8707,0
2023-08-07,166,75,342,1306,9940,41245,0,166,75,342,1306,9940,41245,0
2023-08-08,186,181,419,1399,10454,43773,0,186,181,419,1399,10454,43773,0
2023-08-09,137,145,314,1270,8628,34058,0,137,145,314,1270,8628,34058,0
2023-08-10,126,164,350,1161,8783,31523,0,126,164,350,1161,8783,31523,0
2023-08-11,12,15,41,170,1027,3643,0,12,15,41,170,1027,3643,0
2023-08-12,92,108,225,765,4873,16425,0,92,108,225,765,4873,16425,0
2023-08-13,10,14,20,93,572,1990,0,10,14,20,93,572,1990,0
2023-08-14,55,54,121,469,3062,9670,0,55,54,121,469,3062,9670,0
2023-08-15,51,65,128,404,2769,8166,0,51,65,128,404,2769,8166,0
2023-08-16,79,103,190,687,4844,16506,0,79,103,190,687,4844,16506,0
2023-08-17,88,165,267,907,6100,21269,0,88,165,267,907,6100,21269,0
2023-08-18,226,362,593,1739,12196,44120,0,226,362,593,1739,12196,44120,0
2023-08-19,189,285,477,1451,8024,31004,0,189,285,477,1451,8024,31004,0
2023-08-20,41,35,65,208,1107,5256,0,41,35,65,208,1107,5256,0
2023-08-21,113,181,295,917,7275,28637,0,113,181,295,917,7275,28637,0
2023-08-22,149,236,439,1273,8625,31855,0,149,236,439,1273,8625,31855,0
2023-08-23,129,201,356,1093,7521,27089,0,129,201,356,1093,7521,27089,0
2023-08-24,124,163,293,961,6894,21904,0,124,163,293,961,6894,21904,0
2023-08-25,238,375,667,1871,11700,40650,0,238,375,667,1871,11700,40650,0
2023-08-26,197,311,463,1393,8595,29833,0,197,311,463,1393,8595,29833,0
2023-08-27,47,49,77,150,1463,5098,0,47,49,77,150,1463,5098,0
2023-08-28,80,177,232,830,6413,23046,0,80,177,232,830,6413,23046,0
2023-08-29,144,219,325,985,7079,24344,0,144,219,325,985,7079,24344,0
2023-08-30,95,168,328,842,6291,21615,0,95,168,328,842,6291,21615,0
2023-08-31,96,148,267,819,5390,17312,0,96,148,267,819,5390,17312,0
2023-09-01,77,75,170,408,2713,7207,0,77,75,170,408,2713,7207,0
2023-09-02,63,111,185,406,2275,5572,0,63,111,185,406,2275,5572,0
2023-09-03,14,10,14,40,274,459,0,14,10,14,40,274,459,0
2023-09-04,56,63,109,243,1883,4917,0,56,63,109,243,1883,4917,0
2023-09-05,76,80,162,344,2243,6085,0,76,80,162,344,2243,6085,0
2023-09-06,82,76,112,349,1939,4706,0,82,76,112,349,1939,4706,0
2023-09-07,77,90,117,335,1815,4733,0,77,90,117,335,1815,4733,0
2023-09-08,133,166,200,501,3225,8010,0,133,166,200,501,3225,8010,0
2023-09-09,132,164,188,506,2679,6046,0,132,164,188,506,2679,6046,0
2023-09-10,16,40,40,52,297,633,0,16,40,40,52,297,633,0
2023-09-11,87,102,96,232,1778,4857,0,87,102,96,232,1778,4857,0
2023-09-12,71,112,174,327,2101,5444,0,71,112,174,327,2101,5444,0
2023-09-13,81,112,181,297,1999,5198,0,81,112,181,297,1999,5198,0
2023-09-14,67,109,112,239,1787,4313,0,67,109,112,239,1787,4313,0
2023-09-15,137,217,280,514,3338,7801,0,137,217,280,514,3338,7801,0
2023-09-16,118,226,218,476,2556,5756,0,118,226,218,476,2556,5756,0
2023-09-17,12,21,24,61,274,586,0,12,21,24,61,274,586,0
2023-09-18,7,8,7,38,143,221,0,7,8,7,38,143,221,0
2023-09-19,77,209,169,286,2095,4887,0,77,209,169,286,2095,4887,0
2023-09-20,90,26,238,1335,20815,24395,133153,90,26,238,1335,20815,24395,133153
2023-09-21,59,22,219,1215,20226,23287,131969,59,22,219,1215,20226,23287,131969
2023-09-22,109,31,366,2283,39609,39937,200182,109,31,366,2283,39609,39937,200182
2023-09-23,48,14,186,1335,25025,15002,64639,48,14,186,1335,25025,15002,64639
2023-09-24,36,12,187,1282,23119,16468,72994,36,12,187,1282,23119,16468,72994
2023-09-25,88,21,338,2093,32338,38990,231079,88,21,338,2093,32338,38990,231079
2023-09-26,120,16,352,2340,36444,44286,270319,120,16,352,2340,36444,44286,270319
2023-09-27,99,33,378,2482,35405,42913,247046,99,33,378,2482,35405,42913,247046
2023-09-28,89,38,369,2194,32197,39308,226136,89,38,369,2194,32197,39308,226136
2023-09-29,196,55,597,4116,61376,61467,324785,196,55,597,4116,61376,61467,324785
2023-09-30,207,59,824,5236,80200,55920,258759,207,59,824,5236,80200,55920,258759
2023-10-01,57,12,234,1984,31044,23848,116281,57,12,234,1984,31044,23848,116281
2023-10-02,163,47,438,2960,39115,50494,301655,163,47,438,2960,39115,50494,301655
2023-10-03,216,55,575,3466,44010,58012,336220,216,55,575,3466,44010,58012,336220
2023-10-04,243,90,597,3850,44103,55648,302562,243,90,597,3850,44103,55648,302562
2023-10-05,194,70,546,3302,41297,51205,272443,194,70,546,3302,41297,51205,272443
2023-10-06,452,147,1067,6804,84309,79445,383764,452,147,1067,6804,84309,79445,383764
2023-10-07,425,128,1117,7995,108488,66701,284973,425,128,1117,7995,108488,66701,284973
2023-10-08,52,24,318,2798,41941,24044,104841,52,24,318,2798,41941,24044,104841
2023-10-09,13,2,149,1055,15305,10317,43868,13,2,149,1055,15305,10317,43868
2023-10-10,353,87,767,4807,50956,63736,334434,353,87,767,4807,50956,63736,334434
2023-10-11,311,135,799,4896,51460,64451,327154,311,135,799,4896,51460,64451,327154
2023-10-12,260,95,806,4717,49636,60688,294129,260,95,806,4717,49636,60688,294129
2023-10-13,498,190,1292,8581,96731,91898,400158,498,190,1292,8581,96731,91898,400158
2023-10-14,454,160,1540,9741,117700,74818,299954,454,160,1540,9741,117700,74818,299954
2023-10-15,88,48,405,3082,42188,28581,120333,88,48,405,3082,42188,28581,120333
2023-10-16,263,106,845,4951,55143,66695,318293,263,106,845,4951,55143,66695,318293
2023-10-17,363,162,989,6113,57925,73414,341602,363,162,989,6113,57925,73414,341602
2023-10-18,316,140,956,5514,56933,70090,306597,316,140,956,5514,56933,70090,306597
2023-10-19,289,112,891,5190,53404,62473,272301,289,112,891,5190,53404,62473,272301
2023-10-20,550,217,1510,9206,103072,92376,363601,550,217,1510,9206,103072,92376,363601
2023-10-21,435,183,1499,10471,123756,76484,264258,435,183,1499,10471,123756,76484,264258
2023-10-22,79,60,440,3463,45876,29977,111919,79,60,440,3463,45876,29977,111919
2023-10-23,298,172,853,5371,57619,65558,284233,298,172,853,5371,57619,65558,284233
2023-10-24,409,208,1038,6565,62698,74250,310109,409,208,1038,6565,62698,74250,310109
2023-10-25,316,223,1022,5903,57965,67172,272801,316,223,1022,5903,57965,67172,272801
2023-10-26,269,188,817,5474,55491,62907,247539,269,188,817,5474,55491,62907,247539
2023-10-27,544,436,1452,9684,109748,91373,328239,544,436,1452,9684,109748,91373,328239
2023-10-28,437,395,1499,10979,128961,73483,243209,437,395,1499,10979,128961,73483,243209
2023-10-29,64,83,432,3634,43813,26846,102745,64,83,432,3634,43813,26846,102745
2023-10-30,248,90,777,5416,59905,63009,249005,248,90,777,5416,59905,63009,249005
2023-10-31,348,332,891,5970,59924,67321,263830,348,332,891,5970,59924,67321,263830
2023-11-01,238,237,819,4737,48654,53369,202610,238,237,819,4737,48654,53369,202610
2023-11-02,212,232,783,5264,59682,53204,184207,212,232,783,5264,59682,53204,184207
2023-11-03,49,41,223,1858,26114,12116,41256,49,41,223,1858,26114,12116,41256
2023-11-04,395,332,1173,8356,96737,51389,164075,395,332,1173,8356,96737,51389,164075
2023-11-05,46,54,296,2088,26479,14824,63509,46,54,296,2088,26479,14824,63509
2023-11-06,208,214,691,4349,47858,51169,193450,208,214,691,4349,47858,51169,193450
2023-11-07,328,308,805,5100,52284,56587,214830,328,308,805,5100,52284,56587,214830
2023-11-08,321,273,823,4894,48268,50535,181506,321,273,823,4894,48268,50535,181506
2023-11-09,239,231,700,4332,43168,44946,158432,239,231,700,4332,43168,44946,158432
2023-11-10,472,610,1313,8633,96129,72670,232255,472,610,1313,8633,96129,72670,232255
2023-11-11,401,400,1413,9758,111453,56923,162635,401,400,1413,9758,111453,56923,162635
2023-11-12,47,55,277,2532,31098,17431,62068,47,55,277,2532,31098,17431,62068
2023-11-13,185,300,697,4393,47372,47282,168838,185,300,697,4393,47372,47282,168838
2023-11-14,303,374,794,5115,49735,52632,183221,303,374,794,5115,49735,52632,183221
2023-11-15,254,301,693,4719,45888,46685,162994,254,301,693,4719,45888,46685,162994
2023-11-16,202,276,734,4100,40377,41500,144190,202,276,734,4100,40377,41500,144190
2023-11-17,428,528,1235,8283,90762,66072,203733,428,528,1235,8283,90762,66072,203733
2023-11-18,382,380,1251,9428,104206,51153,142612,382,380,1251,9428,104206,51153,142612
2023-11-19,41,50,322,2432,29344,15675,52069,41,50,322,2432,29344,15675,52069
2023-11-20,240,328,684,4125,42911,43225,152640,240,328,684,4125,42911,43225,152640
2023-11-21,323,330,845,5025,46001,48200,166268,323,330,845,5025,46001,48200,166268
2023-11-22,210,281,797,5376,53970,45159,143945,210,281,797,5376,53970,45159,143945
2023-11-23,15,24,165,997,12068,6755,22933,15,24,165,997,12068,6755,22933
2023-11-24,366,329,1168,7787,86560,60171,176827,366,329,1168,7787,86560,60171,176827
2023-11-25,422,415,1270,9510,98001,46661,127402,422,415,1270,9510,98001,46661,127402
2023-11-26,54,46,266,2142,27846,15071,51405,54,46,266,2142,27846,15071,51405
2023-11-27,228,193,683,4150,40698,39874,131322,228,193,683,4150,40698,39874,131322
2023-11-28,310,368,728,4629,43110,43744,144349,310,368,728,4629,43110,43744,144349
2023-11-29,250,271,707,4072,38482,38487,123596,250,271,707,4072,38482,38487,123596
2023-11-30,281,292,677,3750,34223,34947,111687,281,292,677,3750,34223,34947,111687
2023-12-01,372,386,878,5528,57215,43873,131575,372,386,878,5528,57215,43873,131575
2023-12-02,327,346,1032,6982,70966,33157,87848,327,346,1032,6982,70966,33157,87848
2023-12-03,45,42,190,1504,15408,8048,27773,45,42,190,1504,15408,8048,27773
2023-12-04,193,169,488,2991,27463,28750,93866,193,169,488,2991,27463,28750,93866
2023-12-05,286,251,587,3448,30285,32927,105270,286,251,587,3448,30285,32927,105270
2023-12-06,217,218,555,3179,27688,29049,90679,217,218,555,3179,27688,29049,90679
2023-12-07,177,208,527,2847,24422,26053,82804,177,208,527,2847,24422,26053,82804
2023-12-08,267,374,929,5775,57679,42494,117340,267,374,929,5775,57679,42494,117340
2023-12-09,204,362,1018,7231,72076,32822,83384,204,362,1018,7231,72076,32822,83384
2023-12-10,29,34,156,1533,16806,7939,24736,29,34,156,1533,16806,7939,24736
2023-12-11,118,199,496,2791,25645,26615,80596,118,199,496,2791,25645,26615,80596
2023-12-12,171,272,605,3260,27760,29719,90589,171,272,605,3260,27760,29719,90589
2023-12-13,154,235,565,3098,24462,26706,77750,154,235,565,3098,24462,26706,77750
2023-12-14,145,107,513,2562,22014,24063,68138,145,107,513,2562,22014,24063,68138
2023-12-15,294,409,930,5526,51557,37834,99684,294,409,930,5526,51557,37834,99684
2023-12-16,249,352,1025,6695,63757,28095,65141,249,352,1025,6695,63757,28095,65141
2023-12-17,37,56,156,1256,13843,6616,16089,37,56,156,1256,13843,6616,16089
2023-12-18,121,207,461,2548,21109,21311,61879,121,207,461,2548,21109,21311,61879
2023-12-19,248,298,544,2853,21848,22987,66451,248,298,544,2853,21848,22987,66451
2023-12-20,200,224,495,2507,19408,19957,54614,200,224,495,2507,19408,19957,54614
2023-12-21,224,229,458,2297,16811,17280,46577,224,229,458,2297,16811,17280,46577
2023-12-22,338,425,854,4714,37243,26565,66241,338,425,854,4714,37243,26565,66241
2023-12-23,245,335,824,5014,42232,18624,40564,245,335,824,5014,42232,18624,40564
2023-12-24,31,38,113,681,5845,2319,5722,31,38,113,681,5845,2319,5722
2023-12-25,114,170,378,2087,14721,11387,29424,114,170,378,2087,14721,11387,29424
2023-12-26,181,261,505,2566,16466,11617,29433,181,261,505,2566,16466,11617,29433
2023-12-27,99,135,306,1970,12710,7475,18623,99,135,306,1970,12710,7475,18623
2023-12-28,52,101,233,1235,9339,4398,9669,52,101,233,1235,9339,4398,9669
2023-12-29,16,40,111,757,6354,2150,3693,16,40,111,757,6354,2150,3693
2023-12-30,5,4,18,99,897,220,372,5,4,18,99,897,220,372
2023-12-31,0,1,3,14,98,24,23,0,1,3,14,98,24,23
