date,count_first_shot_general,count_second_shot_general,count_third_shot_general,count_fourth_shot_general,count_fifth_shot_general,count_sixth_shot_general,count_seventh_shot_general,count_first_shot_general_wo_deceased,count_second_shot_general_wo_deceased,count_third_shot_general_wo_deceased,count_fourth_shot_general_wo_deceased,count_fifth_shot_general_wo_deceased,count_sixth_shot_general_wo_deceased,count_seventh_shot_general_wo_deceased
2022-07-29,13609,7142,103748,763674,0,0,0,13480,7018,102510,739814,0,0,0
2022-07-30,20026,11002,123834,747590,0,0,0,19903,10911,122867,730418,0,0,0
2022-07-31,4230,2066,51181,392587,0,0,0,4206,2029,50775,383241,0,0,0
2022-08-01,7358,2588,55151,517970,0,0,0,7263,2545,54444,500457,0,0,0
2022-08-02,8309,2772,58237,589220,0,0,0,8202,2710,57443,567737,0,0,0
2022-08-03,7020,2656,54989,579187,0,0,0,6929,2588,54193,557598,0,0,0
2022-08-04,6417,2713,53064,566712,0,0,0,6300,2638,52316,545388,0,0,0
2022-08-05,14214,7043,100018,788111,0,0,0,14027,6942,98854,765367,0,0,0
2022-08-06,20836,12248,116709,755906,0,0,0,20705,12150,115776,739542,0,0,0
2022-08-07,5044,2316,49342,367525,0,0,0,5003,2285,48990,359561,0,0,0
2022-08-08,6240,1621,54848,570982,0,0,0,6140,1573,54119,552218,0,0,0
2022-08-09,6698,3674,58566,617884,0,0,0,6599,3615,57756,596495,0,0,0
2022-08-10,5710,4246,64315,628568,0,0,0,5615,4180,63542,609959,0,0,0
2022-08-11,852,600,28957,177588,0,0,0,838,581,28720,172595,0,0,0
2022-08-12,5567,5417,69124,505333,0,0,0,5460,5346,68387,490913,0,0,0
2022-08-13,5319,5866,51336,255415,0,0,0,5273,5819,50955,250143,0,0,0
2022-08-14,1520,1857,25109,115788,0,0,0,1505,1840,24941,113458,0,0,0
2022-08-15,1884,2404,22699,182217,0,0,0,1844,2373,22356,175477,0,0,0
2022-08-16,3065,4297,33611,360352,0,0,0,3015,4245,33062,347323,0,0,0
2022-08-17,3605,5383,38583,476961,0,0,0,3533,5312,37967,460647,0,0,0
2022-08-18,3742,5805,37313,513761,0,0,0,3669,5729,36659,496107,0,0,0
2022-08-19,8443,12677,69218,746964,0,0,0,8333,12553,68370,728001,0,0,0
2022-08-20,13122,19644,82729,698698,0,0,0,13031,19537,81987,684535,0,0,0
2022-08-21,2833,4047,31940,346675,0,0,0,2793,4027,31665,339464,0,0,0
2022-08-22,3919,7376,38601,502460,0,0,0,3861,7283,37977,486467,0,0,0
2022-08-23,4679,8448,39326,549422,0,0,0,4585,8345,38617,530691,0,0,0
2022-08-24,4074,6779,35817,517515,0,0,0,3975,6695,35173,499893,0,0,0
2022-08-25,3738,6256,35191,492232,0,0,0,3636,6152,34510,476219,0,0,0
2022-08-26,8062,14177,66298,721677,0,0,0,7937,14035,65416,703748,0,0,0
2022-08-27,12641,20682,77835,638461,0,0,0,12536,20547,77134,625673,0,0,0
2022-08-28,2334,4813,28654,292935,0,0,0,2311,4769,28364,286858,0,0,0
2022-08-29,2394,6157,32580,443787,0,0,0,2341,6058,32012,430229,0,0,0
2022-08-30,4106,6600,31878,488082,0,0,0,4016,6495,31224,472255,0,0,0
2022-08-31,3622,5235,27691,429746,0,0,0,3530,5143,27095,415829,0,0,0
2022-09-01,3721,1342,20692,325047,0,0,0,3649,1298,20262,315047,0,0,0
2022-09-02,4464,6088,45073,511418,0,0,0,4388,5968,44430,499031,0,0,0
2022-09-03,15847,8758,56719,424940,0,0,0,15734,8689,56187,416773,0,0,0
2022-09-04,2959,1564,16208,150246,0,0,0,2939,1542,16006,147083,0,0,0
2022-09-05,3637,2037,22374,296241,0,0,0,3554,1996,21936,287124,0,0,0
2022-09-06,4068,2760,22186,311347,0,0,0,3996,2711,21703,300961,0,0,0
2022-09-07,3986,3038,21783,296241,0,0,0,3913,2969,21265,286090,0,0,0
2022-09-08,3122,2853,19144,262882,0,0,0,3035,2810,18717,254068,0,0,0
2022-09-09,9633,8078,43356,421528,0,0,0,9497,7948,42756,410777,0,0,0
2022-09-10,6526,13199,52981,362732,0,0,0,6474,13134,52478,355624,0,0,0
2022-09-11,854,2305,14217,108211,0,0,0,845,2277,14090,106191,0,0,0
2022-09-12,1496,3286,21521,237938,0,0,0,1461,3228,21104,230025,0,0,0
2022-09-13,1720,3810,20257,255800,0,0,0,1670,3740,19756,246625,0,0,0
2022-09-14,1495,3477,19165,227316,0,0,0,1439,3417,18717,219125,0,0,0
2022-09-15,1294,3051,16946,201120,0,0,0,1244,2969,16560,193656,0,0,0
2022-09-16,4067,8293,40772,331973,0,0,0,3983,8177,40147,322632,0,0,0
2022-09-17,5805,13588,54040,263740,0,0,0,5762,13505,53584,258486,0,0,0
2022-09-18,816,1843,13365,59858,0,0,0,798,1825,13222,58630,0,0,0
2022-09-19,190,299,3061,13982,0,0,0,177,294,3014,13371,0,0,0
2022-09-20,1526,4159,17620,178251,3,0,0,1491,4069,17243,171647,3,0,0
2022-09-21,1485,3675,16800,174158,0,0,0,1424,3586,16405,167114,0,0,0
2022-09-22,1680,4535,21431,177907,1,0,0,1633,4447,21048,171906,1,0,0
2022-09-23,881,1247,14548,51238,0,0,0,866,1223,14429,50148,0,0,0
2022-09-24,4052,17462,44316,186603,2,0,0,4001,17320,43940,182755,2,0,0
2022-09-25,840,3369,13120,71531,0,0,0,827,3338,13009,70226,0,0,0
2022-09-26,1322,4653,17438,150373,0,0,0,1275,4569,17084,144904,0,0,0
2022-09-27,1347,4649,17159,163266,2,0,0,1297,4556,16764,157120,2,0,0
2022-09-28,1323,4493,16696,160342,2,0,0,1268,4402,16325,154619,2,0,0
2022-09-29,1081,3677,15752,148854,1,0,0,1017,3576,15409,143601,1,0,0
2022-09-30,3174,11901,38196,245408,13,0,0,3090,11736,37685,239203,12,0,0
2022-10-01,3575,5801,33720,157490,4,0,0,3533,5773,33549,155443,4,0,0
2022-10-02,1122,708,8696,55507,6,0,0,1108,704,8616,54806,6,0,0
2022-10-03,1045,1308,12961,103051,4,0,0,1017,1279,12781,100503,4,0,0
2022-10-04,1171,1448,14507,113374,12,0,0,1139,1424,14279,110459,12,0,0
2022-10-05,1105,1231,14167,107495,4,0,0,1078,1204,13945,104700,4,0,0
2022-10-06,1098,1184,13318,105529,5,0,0,1067,1128,13145,102871,5,0,0
2022-10-07,2517,3785,32679,217448,23,0,0,2364,3720,32378,214137,22,0,0
2022-10-08,3880,5666,50925,252319,11,0,0,3834,5615,50663,250032,10,0,0
2022-10-09,1078,952,18545,96524,10,0,0,1072,939,18442,95819,10,0,0
2022-10-10,149,165,4696,27124,6,0,0,146,164,4670,26794,6,0,0
2022-10-11,945,1320,21024,153654,16,0,0,916,1276,20769,150574,15,0,0
2022-10-12,1023,1265,22349,149463,10,0,0,995,1223,22077,146375,9,0,0
2022-10-13,607,1144,22034,142818,4,0,0,584,1092,21771,139986,4,0,0
2022-10-14,2183,1946,46956,288406,21,0,0,2148,1903,46566,284851,19,0,0
2022-10-15,3968,4603,69417,330486,15,0,0,3923,4564,69048,327965,13,0,0
2022-10-16,808,872,25832,132041,4,0,0,799,863,25682,131126,4,0,0
2022-10-17,931,1147,30667,178523,19,0,0,920,1114,30395,175667,18,0,0
2022-10-18,1080,1225,31772,188555,30,0,0,1063,1187,31429,185462,30,0,0
2022-10-19,1227,1299,29528,183717,24,0,0,1201,1261,29167,180656,23,0,0
2022-10-20,1064,993,26474,179409,24,0,0,1039,956,26202,176711,24,0,0
2022-10-21,2480,2935,52705,353705,708,0,0,2428,2880,52292,350321,690,0,0
2022-10-22,3808,4597,77018,434761,2088,0,0,3767,4561,76643,432079,2065,0,0
2022-10-23,972,1513,29347,172062,1682,0,0,957,1494,29192,170992,1659,0,0
2022-10-24,1151,1371,31473,194716,3953,0,0,1117,1334,31213,192239,3880,0,0
2022-10-25,1114,1458,31583,208763,9860,0,0,1087,1424,31272,205833,9725,0,0
2022-10-26,1211,1407,29421,205192,16105,0,0,1180,1371,29151,202315,15851,0,0
2022-10-27,1113,1424,26594,202269,24496,0,0,1079,1390,26256,199688,24083,0,0
2022-10-28,2788,3272,52422,393401,37212,0,0,2729,3106,52052,390033,36655,0,0
2022-10-29,4693,4681,73473,477494,39054,0,0,4656,4628,73138,474954,38435,0,0
2022-10-30,1284,1234,29239,198223,30819,0,0,1274,1224,29089,197107,30353,0,0
2022-10-31,1100,580,27404,199977,58138,0,0,1080,560,27119,197754,57136,0,0
2022-11-01,1426,899,27396,210361,113219,0,0,1398,874,27062,208154,111419,0,0
2022-11-02,1051,1012,32578,264161,127937,0,0,1028,989,32263,262009,125863,0,0
2022-11-03,405,257,15400,115758,66419,0,0,401,250,15296,115001,65438,0,0
2022-11-04,3184,2455,44359,388182,173497,0,0,3143,2402,44005,385514,170711,0,0
2022-11-05,5869,4418,61983,463065,186439,0,0,5818,4367,61659,460733,183869,0,0
2022-11-06,1800,806,25083,186984,140635,0,0,1791,793,24945,185879,138505,0,0
2022-11-07,1621,997,24363,189529,225796,0,0,1590,969,24092,187596,222049,0,0
2022-11-08,2102,1120,25392,196500,270888,0,0,2072,1105,25141,194465,266258,0,0
2022-11-09,2526,1242,24559,194313,278392,0,0,2486,1213,24318,192397,273545,0,0
2022-11-10,1760,1242,23412,204899,277760,0,0,1717,1213,23186,202841,273102,0,0
2022-11-11,4822,2736,44307,405215,337699,0,0,4687,2680,43977,402580,332101,0,0
2022-11-12,7157,4109,60102,479372,350051,0,0,7108,4070,59796,477083,344652,0,0
2022-11-13,1860,1110,26370,200824,255208,0,0,1840,1095,26234,199749,251292,0,0
2022-11-14,2463,1161,23237,181916,353424,0,0,2427,1131,22970,180062,347072,0,0
2022-11-15,3545,1240,24568,194569,402722,0,0,3509,1201,24320,192429,395074,0,0
2022-11-16,3403,1295,24273,196491,407284,0,0,3368,1258,24036,194344,399263,0,0
2022-11-17,3150,1143,22977,200178,392730,0,0,3091,1118,22750,198211,384993,0,0
2022-11-18,6644,2738,43618,398193,475100,0,0,6565,2706,43306,395565,466560,0,0
2022-11-19,10187,4920,60050,454559,454948,0,0,10107,4877,59770,452319,448179,0,0
2022-11-20,2508,1368,27055,200259,318654,0,0,2494,1356,26888,199032,313801,0,0
2022-11-21,3577,1237,22784,179173,438355,0,0,3535,1214,22521,177191,429491,0,0
2022-11-22,5392,1554,30962,265408,515883,0,0,5320,1524,30678,263142,505778,0,0
2022-11-23,1077,388,16121,112998,206730,0,0,1059,376,16028,112305,203180,0,0
2022-11-24,4019,897,22622,199326,468912,0,0,3954,875,22347,197122,458483,0,0
2022-11-25,8465,3333,42103,374733,580743,0,0,8331,3284,41783,372144,569654,0,0
2022-11-26,11020,6320,60120,427801,543912,0,0,10946,6278,59845,425762,535651,0,0
2022-11-27,3493,2067,26963,182295,367112,0,0,3465,2052,26794,181361,361532,0,0
2022-11-28,4331,1789,23067,175681,490674,0,0,4291,1756,22803,173776,479982,0,0
2022-11-29,6034,2133,25182,190903,549835,0,0,5973,2098,24911,188816,537577,0,0
2022-11-30,5293,2696,24709,184824,527664,0,0,5233,2660,24436,182603,515532,0,0
2022-12-01,5044,1529,20682,170279,512412,0,0,4967,1497,20314,168348,500012,0,0
2022-12-02,9936,4081,39454,335348,641786,0,0,9815,4021,39100,332806,628730,0,0
2022-12-03,13011,6824,53059,377419,591684,0,0,12936,6775,52754,375629,582556,0,0
2022-12-04,4180,1836,23731,158831,355240,0,0,4153,1811,23593,157915,349684,0,0
2022-12-05,5028,2306,21792,159932,523019,0,0,4972,2264,21519,158026,510037,0,0
2022-12-06,6782,3227,23740,171382,593136,0,0,6720,3190,23436,169085,576977,0,0
2022-12-07,4297,3047,23675,173977,569736,0,0,4232,3011,23378,171692,553932,0,0
2022-12-08,2422,2829,23069,181143,535759,0,0,2388,2770,22765,178955,521058,0,0
2022-12-09,4129,6116,43825,361455,687181,0,0,4084,5984,43459,358937,672919,0,0
2022-12-10,5045,9465,58597,391306,606340,0,0,5021,9394,58305,389384,597159,0,0
2022-12-11,1295,2310,25994,160880,355178,0,0,1285,2296,25838,160040,349639,0,0
2022-12-12,1556,2963,23066,161608,534495,0,0,1528,2932,22732,159602,520361,0,0
2022-12-13,2515,4316,25531,175267,591273,0,0,2490,4240,25160,172843,574227,0,0
2022-12-14,2970,1406,25475,172546,561243,0,0,2944,1381,25123,170142,544735,0,0
2022-12-15,3194,3357,23753,175524,520115,0,0,3156,3316,23425,173287,505363,0,0
2022-12-16,6674,7814,45056,348247,674825,0,0,6619,7649,44673,345676,660065,0,0
2022-12-17,9485,11205,60580,376278,586878,0,0,9423,11132,60305,374553,577980,0,0
2022-12-18,2968,3319,26352,156992,333876,0,0,2943,3298,26191,156112,329024,0,0
2022-12-19,2116,3949,23594,152268,484403,0,0,2086,3917,23339,150509,472128,0,0
2022-12-20,5097,5670,26003,163280,537614,0,0,5049,5618,25656,161162,523255,0,0
2022-12-21,4743,4852,24463,155700,503844,0,0,4693,4797,24142,153546,490506,0,0
2022-12-22,4052,5275,22163,152355,468559,0,0,4013,5195,21863,150329,456120,0,0
2022-12-23,6717,9524,37388,255819,570541,0,0,6637,9389,37084,253780,558760,0,0
2022-12-24,7320,12474,40315,254133,454540,0,0,7262,12394,40074,252865,447756,0,0
2022-12-25,1802,4046,18455,108383,209372,0,0,1787,4022,18310,107796,206333,0,0
2022-12-26,3519,5530,27439,150021,362465,0,0,3490,5457,27201,148466,353735,0,0
2022-12-27,4459,6917,27487,147935,350038,0,0,4413,6856,27231,146446,341329,0,0
2022-12-28,2479,4064,22899,127680,225548,0,0,2437,4004,22705,126658,219968,0,0
2022-12-29,1174,1489,11400,61150,78952,0,0,1158,1473,11312,60701,76850,0,0
2022-12-30,322,705,3715,17562,16574,0,0,314,696,3692,17455,16153,0,0
2022-12-31,71,155,642,2444,1233,0,0,68,154,638,2428,1193,0,0
2023-01-01,3,2,51,306,184,0,0,3,2,51,306,184,0,0
2023-01-02,59,64,531,1701,736,0,0,59,64,531,1701,736,0,0
2023-01-03,72,96,575,1797,994,0,0,72,96,575,1797,994,0,0
2023-01-04,1309,1707,6815,28397,62413,0,0,1309,1707,6815,28397,62413,0,0
2023-01-05,2589,3025,9564,41166,115034,0,0,2589,3025,9564,41166,115034,0,0
2023-01-06,6104,7192,20446,96754,225689,0,0,6104,7192,20446,96754,225689,0,0
2023-01-07,9226,10628,28595,129864,210598,0,0,9226,10628,28595,129864,210598,0,0
2023-01-08,2440,2922,9916,42022,63815,0,0,2440,2922,9916,42022,63815,0,0
2023-01-09,274,257,2404,8920,18885,0,0,274,257,2404,8920,18885,0,0
2023-01-10,4723,5706,12703,55420,228285,0,0,4723,5706,12703,55420,228285,0,0
2023-01-11,4119,5069,12631,57838,240923,0,0,4119,5069,12631,57838,240923,0,0
2023-01-12,3953,4147,11757,57031,218559,0,0,3953,4147,11757,57031,218559,0,0
2023-01-13,6874,7718,25471,127303,321871,0,0,6874,7718,25471,127303,321871,0,0
2023-01-14,5732,9024,36807,152247,269704,0,0,5732,9024,36807,152247,269704,0,0
2023-01-15,862,1836,9880,38838,82147,0,0,862,1836,9880,38838,82147,0,0
2023-01-16,1593,3668,13209,57126,209954,0,0,1593,3668,13209,57126,209954,0,0
2023-01-17,2309,4373,13605,57895,223556,0,0,2309,4373,13605,57895,223556,0,0
2023-01-18,1877,2989,13135,54277,198585,0,0,1877,2989,13135,54277,198585,0,0
2023-01-19,1507,1831,11316,50649,172737,0,0,1507,1831,11316,50649,172737,0,0
2023-01-20,3311,2553,26060,119144,260612,0,0,3311,2553,26060,119144,260612,0,0
2023-01-21,3314,3035,34925,133582,208141,0,0,3314,3035,34925,133582,208141,0,0
2023-01-22,698,512,9088,30636,60757,0,0,698,512,9088,30636,60757,0,0
2023-01-23,1163,939,12816,46343,150238,0,0,1163,939,12816,46343,150238,0,0
2023-01-24,1902,1166,12797,45907,155554,0,0,1902,1166,12797,45907,155554,0,0
2023-01-25,1315,1559,11826,41456,127573,0,0,1315,1559,11826,41456,127573,0,0
2023-01-26,1436,2654,11509,42507,125480,0,0,1436,2654,11509,42507,125480,0,0
2023-01-27,3008,6091,26275,102456,190605,0,0,3008,6091,26275,102456,190605,0,0
2023-01-28,5089,9793,35247,113473,154681,0,0,5089,9793,35247,113473,154681,0,0
2023-01-29,901,2566,9494,26933,40608,0,0,901,2566,9494,26933,40608,0,0
2023-01-30,1006,957,12299,36792,102297,0,0,1006,957,12299,36792,102297,0,0
2023-01-31,1590,4539,12914,35710,106329,0,0,1590,4539,12914,35710,106329,0,0
2023-02-01,1526,3862,9947,23329,66428,0,0,1526,3862,9947,23329,66428,0,0
2023-02-02,788,3608,8846,22001,57187,0,0,788,3608,8846,22001,57187,0,0
2023-02-03,2697,6801,20717,56281,92177,0,0,2697,6801,20717,56281,92177,0,0
2023-02-04,4209,5762,29634,69592,80656,0,0,4209,5762,29634,69592,80656,0,0
2023-02-05,944,770,5986,11768,15366,0,0,944,770,5986,11768,15366,0,0
2023-02-06,1083,1526,10720,22897,52090,0,0,1083,1526,10720,22897,52090,0,0
2023-02-07,1496,2228,11250,23007,59430,0,0,1496,2228,11250,23007,59430,0,0
2023-02-08,1138,1915,9755,20955,50849,0,0,1138,1915,9755,20955,50849,0,0
2023-02-09,1067,1484,9620,20722,45417,0,0,1067,1484,9620,20722,45417,0,0
2023-02-10,1797,3114,23050,57477,79409,0,0,1797,3114,23050,57477,79409,0,0
2023-02-11,806,1403,11132,22079,17781,0,0,806,1403,11132,22079,17781,0,0
2023-02-12,578,743,5752,8616,10521,0,0,578,743,5752,8616,10521,0,0
2023-02-13,716,1209,10379,18406,37459,0,0,716,1209,10379,18406,37459,0,0
2023-02-14,1000,1836,10546,18057,42409,0,0,1000,1836,10546,18057,42409,0,0
2023-02-15,868,1539,9615,16516,36609,0,0,868,1539,9615,16516,36609,0,0
2023-02-16,870,1451,9270,16703,33335,0,0,870,1451,9270,16703,33335,0,0
2023-02-17,1760,3156,20145,40261,56454,0,0,1760,3156,20145,40261,56454,0,0
2023-02-18,3243,5902,28502,52208,54508,0,0,3243,5902,28502,52208,54508,0,0
2023-02-19,570,846,5750,7735,7451,0,0,570,846,5750,7735,7451,0,0
2023-02-20,688,1063,9873,15295,27670,0,0,688,1063,9873,15295,27670,0,0
2023-02-21,1077,1770,10588,15943,32777,0,0,1077,1770,10588,15943,32777,0,0
2023-02-22,979,1753,11805,21356,31724,0,0,979,1753,11805,21356,31724,0,0
2023-02-23,136,167,2710,4591,3177,0,0,136,167,2710,4591,3177,0,0
2023-02-24,1940,3312,17782,36639,43222,0,0,1940,3312,17782,36639,43222,0,0
2023-02-25,2319,4654,22486,41899,39379,0,0,2319,4654,22486,41899,39379,0,0
2023-02-26,378,1009,4463,6824,6353,0,0,378,1009,4463,6824,6353,0,0
2023-02-27,733,1344,7911,11676,20912,0,0,733,1344,7911,11676,20912,0,0
2023-02-28,732,1846,7956,11784,24018,0,0,732,1846,7956,11784,24018,0,0
2023-03-01,763,1109,6155,7173,13290,0,0,763,1109,6155,7173,13290,0,0
2023-03-02,797,1232,6466,7279,12364,0,0,797,1232,6466,7279,12364,0,0
2023-03-03,1578,1894,14651,19467,22972,0,0,1578,1894,14651,19467,22972,0,0
2023-03-04,2343,1938,19624,24188,20173,0,0,2343,1938,19624,24188,20173,0,0
2023-03-05,574,578,4402,3770,2787,0,0,574,578,4402,3770,2787,0,0
2023-03-06,682,709,6376,7831,11359,0,0,682,709,6376,7831,11359,0,0
2023-03-07,1152,1163,8498,8253,14166,0,0,1152,1163,8498,8253,14166,0,0
2023-03-08,829,907,7556,7242,12531,0,0,829,907,7556,7242,12531,0,0
2023-03-09,675,968,6624,7387,11314,0,0,675,968,6624,7387,11314,0,0
2023-03-10,1552,1937,15360,20345,21310,0,0,1552,1937,15360,20345,21310,0,0
2023-03-11,1003,3019,17603,24472,17291,0,0,1003,3019,17603,24472,17291,0,0
2023-03-12,140,566,3634,3667,2495,0,0,140,566,3634,3667,2495,0,0
2023-03-13,279,757,7127,7858,10205,0,0,279,757,7127,7858,10205,0,0
2023-03-14,452,1151,7502,7729,12821,0,0,452,1151,7502,7729,12821,0,0
2023-03-15,391,1041,6246,7227,10572,0,0,391,1041,6246,7227,10572,0,0
2023-03-16,321,445,5041,6660,9996,0,0,321,445,5041,6660,9996,0,0
2023-03-17,753,1873,11763,18043,17812,0,0,753,1873,11763,18043,17812,0,0
2023-03-18,1015,2618,14210,22527,14964,0,0,1015,2618,14210,22527,14964,0,0
2023-03-19,129,394,2903,3879,2097,0,0,129,394,2903,3879,2097,0,0
2023-03-20,356,775,6602,9820,9168,0,0,356,775,6602,9820,9168,0,0
2023-03-21,37,59,1042,1423,974,0,0,37,59,1042,1423,974,0,0
2023-03-22,350,1035,5290,6682,8236,0,0,350,1035,5290,6682,8236,0,0
2023-03-23,386,938,5488,6352,9021,0,0,386,938,5488,6352,9021,0,0
2023-03-24,806,2127,13165,17874,14838,0,0,806,2127,13165,17874,14838,0,0
2023-03-25,903,2873,16980,23611,13190,0,0,903,2873,16980,23611,13190,0,0
2023-03-26,161,790,4743,5447,2206,0,0,161,790,4743,5447,2206,0,0
2023-03-27,346,867,5692,8557,7488,0,0,346,867,5692,8557,7488,0,0
2023-03-28,602,1571,8911,8927,9028,0,0,602,1571,8911,8927,9028,0,0
2023-03-29,431,1070,7571,8026,7211,0,0,431,1070,7571,8026,7211,0,0
2023-03-30,411,931,6791,6986,6708,0,0,411,931,6791,6986,6708,0,0
2023-03-31,755,1961,12992,14082,8943,0,0,755,1961,12992,14082,8943,0,0
2023-04-01,583,712,5140,9471,2050,0,0,583,712,5140,9471,2050,0,0
2023-04-02,151,115,806,1221,211,0,0,151,115,806,1221,211,0,0
2023-04-03,247,238,2584,3452,1608,0,0,247,238,2584,3452,1608,0,0
2023-04-04,410,439,3015,4556,1766,0,0,410,439,3015,4556,1766,0,0
2023-04-05,352,314,2471,3878,1972,0,0,352,314,2471,3878,1972,0,0
2023-04-06,252,306,2081,2826,1754,0,0,252,306,2081,2826,1754,0,0
2023-04-07,628,699,5345,8603,3071,0,0,628,699,5345,8603,3071,0,0
2023-04-08,533,858,6654,13284,2694,0,0,533,858,6654,13284,2694,0,0
2023-04-09,147,110,885,1719,226,0,0,147,110,885,1719,226,0,0
2023-04-10,211,246,2106,2564,1789,0,0,211,246,2106,2564,1789,0,0
2023-04-11,306,240,2460,3130,1874,0,0,306,240,2460,3130,1874,0,0
2023-04-12,150,323,2096,2817,1935,0,0,150,323,2096,2817,1935,0,0
2023-04-13,177,302,1964,2442,1782,0,0,177,302,1964,2442,1782,0,0
2023-04-14,370,616,5128,8392,3216,0,0,370,616,5128,8392,3216,0,0
2023-04-15,719,845,6895,13799,2672,0,0,719,845,6895,13799,2672,0,0
2023-04-16,113,118,1131,1834,403,0,0,113,118,1131,1834,403,0,0
2023-04-17,231,277,2077,2582,1629,0,0,231,277,2077,2582,1629,0,0
2023-04-18,383,465,2433,3010,2015,0,0,383,465,2433,3010,2015,0,0
2023-04-19,303,358,2118,2926,1874,0,0,303,358,2118,2926,1874,0,0
2023-04-20,358,343,1941,2911,2043,0,0,358,343,1941,2911,2043,0,0
2023-04-21,675,721,5193,8996,3310,0,0,675,721,5193,8996,3310,0,0
2023-04-22,778,954,8028,15918,3657,0,0,778,954,8028,15918,3657,0,0
2023-04-23,126,212,1245,1985,424,0,0,126,212,1245,1985,424,0,0
2023-04-24,225,361,2292,3134,2080,0,0,225,361,2292,3134,2080,0,0
2023-04-25,319,486,2620,3593,2367,0,0,319,486,2620,3593,2367,0,0
2023-04-26,264,428,2374,3617,2364,0,0,264,428,2374,3617,2364,0,0
2023-04-27,267,375,2422,3494,2169,0,0,267,375,2422,3494,2169,0,0
2023-04-28,587,834,6440,11128,4822,0,0,587,834,6440,11128,4822,0,0
2023-04-29,150,319,1770,4372,891,0,0,150,319,1770,4372,891,0,0
2023-04-30,85,168,914,1675,418,0,0,85,168,914,1675,418,0,0
2023-05-01,202,239,2151,3164,1829,0,0,202,239,2151,3164,1829,0,0
2023-05-02,260,293,2474,3930,1876,0,0,260,293,2474,3930,1876,0,0
2023-05-03,40,15,359,473,167,0,0,40,15,359,473,167,0,0
2023-05-04,30,32,254,409,167,0,0,30,32,254,409,167,0,0
2023-05-05,48,71,403,616,280,0,0,48,71,403,616,280,0,0
2023-05-06,311,630,3515,6478,2038,0,0,311,630,3515,6478,2038,0,0
2023-05-07,69,109,783,1147,433,0,0,69,109,783,1147,433,0,0
2023-05-08,175,244,547,1650,15478,191438,0,175,244,547,1650,15478,191438,0
2023-05-09,334,468,965,2067,16870,220324,0,334,468,965,2067,16870,220324,0
2023-05-10,287,362,873,2230,17243,217650,0,287,362,873,2230,17243,217650,0
2023-05-11,237,369,713,2083,16162,205951,0,237,369,713,2083,16162,205951,0
2023-05-12,463,755,1586,5020,28879,323551,0,463,755,1586,5020,28879,323551,0
2023-05-13,497,836,1948,6595,25920,282229,0,497,836,1948,6595,25920,282229,0
2023-05-14,101,136,264,1176,9877,119135,0,101,136,264,1176,9877,119135,0
2023-05-15,179,224,645,2498,26337,320776,0,179,224,645,2498,26337,320776,0
2023-05-16,242,373,854,3298,29720,359625,0,242,373,854,3298,29720,359625,0
2023-05-17,249,298,808,2935,28119,320201,0,249,298,808,2935,28119,320201,0
2023-05-18,173,258,771,2857,25578,297461,0,173,258,771,2857,25578,297461,0
2023-05-19,341,499,1480,5568,41775,440587,0,341,499,1480,5568,41775,440587,0
2023-05-20,378,399,1749,6679,35756,379538,0,378,399,1749,6679,35756,379538,0
2023-05-21,45,98,362,1087,11981,154164,0,45,98,362,1087,11981,154164,0
2023-05-22,145,180,737,3436,31459,376171,0,145,180,737,3436,31459,376171,0
2023-05-23,237,203,1123,3862,36012,409569,0,237,203,1123,3862,36012,409569,0
2023-05-24,199,123,962,3996,33665,372294,0,199,123,962,3996,33665,372294,0
2023-05-25,191,145,878,3473,31851,345121,0,191,145,878,3473,31851,345121,0
2023-05-26,305,249,1617,6626,49663,504006,0,305,249,1617,6626,49663,504006,0
2023-05-27,409,446,1570,5904,41259,413337,0,409,446,1570,5904,41259,413337,0
2023-05-28,60,75,347,1482,15163,188215,0,60,75,347,1482,15163,188215,0
2023-05-29,160,190,785,3453,34714,393282,0,160,190,785,3453,34714,393282,0
2023-05-30,228,321,1045,3882,38754,427273,0,228,321,1045,3882,38754,427273,0
2023-05-31,197,294,840,3758,35026,373322,0,197,294,840,3758,35026,373322,0
2023-06-01,204,192,686,3084,29932,318630,0,204,192,686,3084,29932,318630,0
2023-06-02,296,418,1169,5122,46120,444571,0,296,418,1169,5122,46120,444571,0
2023-06-03,368,449,1127,4710,36113,379254,0,368,449,1127,4710,36113,379254,0
2023-06-04,79,87,255,1089,11934,155964,0,79,87,255,1089,11934,155964,0
2023-06-05,212,173,699,3255,33692,363271,0,212,173,699,3255,33692,363271,0
2023-06-06,314,272,965,4045,38762,394693,0,314,272,965,4045,38762,394693,0
2023-06-07,267,252,886,4227,37733,353289,0,267,252,886,4227,37733,353289,0
2023-06-08,252,186,820,3556,33250,316118,0,252,186,820,3556,33250,316118,0
2023-06-09,480,365,1242,5892,50377,449019,0,480,365,1242,5892,50377,449019,0
2023-06-10,253,422,1155,5110,40089,367408,0,253,422,1155,5110,40089,367408,0
2023-06-11,46,53,290,1524,13182,142937,0,46,53,290,1524,13182,142937,0
2023-06-12,106,150,749,3565,34411,330355,0,106,150,749,3565,34411,330355,0
2023-06-13,171,263,1031,4426,40073,358521,0,171,263,1031,4426,40073,358521,0
2023-06-14,136,197,1027,4527,38118,323469,0,136,197,1027,4527,38118,323469,0
2023-06-15,118,171,893,4145,34611,283355,0,118,171,893,4145,34611,283355,0
