id,room_id,start_at,end_at,user_id,rssi
135,1,2022-07-08 15:01:37,2022-07-08 15:54:13,26,-86
136,2,2022-07-08 15:06:55,2022-07-08 15:11:31,4,-66
137,1,2022-07-08 15:13:01,2022-07-08 16:21:38,4,-74
138,1,2022-07-08 15:17:36,2022-07-08 16:42:09,11,-68
139,1,2022-07-08 15:31:17,2022-07-08 15:35:50,27,-75
140,1,2022-07-08 15:38:08,2022-07-08 15:44:58,27,-84
141,1,2022-07-08 15:40:25,2022-07-08 15:56:30,2,-63
142,1,2022-07-08 15:47:16,2022-07-08 18:56:57,27,-79
143,1,2022-07-08 15:56:30,2022-07-08 16:07:56,26,-79
144,1,2022-07-08 15:58:47,2022-07-08 17:23:16,28,-73
145,1,2022-07-08 15:58:48,2022-07-08 16:51:20,2,-58
146,1,2022-07-08 16:10:13,2022-07-08 16:21:38,26,-83
147,1,2022-07-08 16:23:55,2022-07-08 18:56:57,26,-82
148,3,2022-07-08 16:42:30,2022-07-08 16:49:01,11,-73
149,1,2022-07-08 16:49:01,2022-07-08 17:20:59,11,-66
150,1,2022-07-08 16:53:37,2022-07-08 18:54:40,2,-57
151,1,2022-07-08 17:23:16,2022-07-08 18:54:40,11,-66
152,3,2022-07-08 17:25:36,2022-07-09 21:00:17,28,-74
153,1,2022-07-08 17:52:52,2022-07-08 17:59:42,4,-68
154,1,2022-07-08 19:06:03,2022-07-08 19:08:19,4,-70
155,1,2022-07-08 19:08:20,2022-07-08 19:10:36,6,-67
156,3,2022-07-09 21:43:18,2022-07-10 19:51:48,28,-82
157,3,2022-07-11 00:46:50,2022-07-11 08:09:37,15,-81
158,1,2022-07-11 08:11:34,2022-07-11 08:20:00,1,-74
159,5,2022-07-11 08:20:00,2022-07-11 12:37:01,1,-69
160,1,2022-07-11 08:23:00,2022-07-11 08:25:17,15,-95
161,1,2022-07-11 08:32:06,2022-07-11 08:34:14,15,-93
162,3,2022-07-11 08:34:14,2022-07-11 08:59:22,15,-88
163,1,2022-07-11 08:59:23,2022-07-11 09:06:13,15,-74
164,3,2022-07-11 09:11:08,2022-07-11 10:14:21,15,-81
165,1,2022-07-11 10:14:21,2022-07-11 10:41:38,15,-70
166,1,2022-07-11 10:43:55,2022-07-11 11:18:00,15,-80
167,1,2022-07-11 11:20:17,2022-07-11 11:36:12,15,-78
168,1,2022-07-11 11:38:28,2022-07-11 12:53:39,15,-83
169,1,2022-07-11 12:14:52,2022-07-11 14:06:32,20,-73
170,1,2022-07-11 12:19:25,2022-07-11 13:02:48,6,-66
171,1,2022-07-11 12:19:26,2022-07-11 12:51:23,4,-67
172,3,2022-07-11 12:52:29,2022-07-11 12:55:56,4,-68
173,1,2022-07-11 12:55:57,2022-07-11 15:51:11,22,-74
174,1,2022-07-11 12:55:57,2022-07-11 16:00:17,15,-81
175,1,2022-07-11 12:55:58,2022-07-11 13:02:48,4,-64
176,1,2022-07-11 13:16:28,2022-07-11 15:44:20,11,-76
177,1,2022-07-11 13:21:01,2022-07-11 13:23:15,28,-93
178,3,2022-07-11 13:23:15,2022-07-11 19:26:14,28,-78
179,1,2022-07-11 14:04:15,2022-07-11 14:42:57,9,-81
180,1,2022-07-11 15:46:37,2022-07-11 18:23:33,11,-66
181,1,2022-07-11 15:48:54,2022-07-11 16:57:06,9,-73
182,3,2022-07-11 16:03:10,2022-07-11 17:35:47,15,-85
183,1,2022-07-11 16:59:23,2022-07-11 22:17:42,9,-79
184,1,2022-07-11 17:35:47,2022-07-11 18:59:55,15,-63
185,1,2022-07-11 19:02:12,2022-07-11 19:24:56,15,-74
186,1,2022-07-11 19:27:13,2022-07-11 20:01:19,15,-80
187,1,2022-07-11 20:44:29,2022-07-12 09:03:27,15,-75
188,1,2022-07-11 22:19:59,2022-07-11 22:24:32,9,-74
189,1,2022-07-11 22:26:49,2022-07-11 22:29:06,9,-80
190,3,2022-07-11 22:30:37,2022-07-12 00:45:59,9,-70
191,1,2022-07-12 00:47:42,2022-07-12 09:46:57,9,-77
192,1,2022-07-12 08:31:31,2022-07-12 08:35:57,1,-90
193,5,2022-07-12 08:35:57,2022-07-12 17:34:29,1,-71
194,1,2022-07-12 08:47:26,2022-07-12 10:35:10,27,-73
195,1,2022-07-12 08:51:59,2022-07-12 10:30:34,18,-77
196,1,2022-07-12 08:52:00,2022-07-12 10:35:11,24,-68
197,1,2022-07-12 08:54:17,2022-07-12 08:58:52,12,-79
198,1,2022-07-12 08:56:34,2022-07-12 10:35:11,20,-74
199,1,2022-07-12 08:56:35,2022-07-12 09:08:03,2,-97
200,3,2022-07-12 08:57:47,2022-07-12 08:58:52,25,-87
201,1,2022-07-12 08:58:52,2022-07-12 10:21:21,25,-74
202,1,2022-07-12 08:58:53,2022-07-12 10:35:11,22,-94
203,1,2022-07-12 09:01:10,2022-07-12 10:30:34,12,-76
204,1,2022-07-12 09:03:28,2022-07-12 10:35:12,23,-68
205,1,2022-07-12 09:05:46,2022-07-12 09:56:05,15,-84
206,1,2022-07-12 09:05:46,2022-07-12 09:17:13,11,-76
207,1,2022-07-12 09:10:21,2022-07-12 09:26:22,2,-73
208,1,2022-07-12 09:19:30,2022-07-12 09:28:39,11,-80
209,3,2022-07-12 09:22:23,2022-07-12 10:42:22,28,-90
210,1,2022-07-12 09:28:40,2022-07-12 15:13:25,2,-78
211,1,2022-07-12 09:30:57,2022-07-12 10:21:21,11,-81
212,1,2022-07-12 09:49:14,2022-07-12 10:23:41,9,-81
213,1,2022-07-12 09:58:22,2022-07-12 10:16:39,15,-94
214,1,2022-07-12 10:00:40,2022-07-12 11:43:38,10,-76
215,1,2022-07-12 10:09:48,2022-07-12 13:51:23,4,-70
216,3,2022-07-12 10:17:44,2022-07-12 10:36:12,15,-87
217,1,2022-07-12 10:23:42,2022-07-12 11:14:00,11,-90
218,1,2022-07-12 10:23:42,2022-07-12 15:45:20,6,-81
219,3,2022-07-12 10:23:53,2022-07-12 10:30:35,25,-82
220,1,2022-07-12 10:25:59,2022-07-12 14:00:32,9,-85
221,1,2022-07-12 10:30:35,2022-07-12 10:39:47,25,-78
222,1,2022-07-12 10:32:53,2022-07-12 11:25:24,12,-72
223,1,2022-07-12 10:32:53,2022-07-12 10:35:12,18,-83
224,1,2022-07-12 10:37:29,2022-07-12 12:22:26,15,-81
225,1,2022-07-12 11:16:17,2022-07-12 19:35:14,11,-74
226,1,2022-07-12 11:27:41,2022-07-12 13:14:55,12,-69
227,1,2022-07-12 11:45:56,2022-07-12 13:10:21,10,-86
228,1,2022-07-12 12:24:43,2022-07-12 13:26:19,15,-79
229,3,2022-07-12 13:28:31,2022-07-12 13:39:59,15,-87
230,1,2022-07-12 13:37:42,2022-07-12 15:20:15,12,-69
231,1,2022-07-12 13:39:59,2022-07-12 13:44:33,15,-81
232,1,2022-07-12 13:53:40,2022-07-12 13:55:57,4,-66
233,1,2022-07-12 13:58:14,2022-07-12 19:35:14,4,-66
234,1,2022-07-12 14:43:47,2022-07-12 15:59:01,24,-74
235,1,2022-07-12 14:46:04,2022-07-12 14:50:37,18,-93
236,1,2022-07-12 14:52:54,2022-07-12 15:24:50,18,-90
237,1,2022-07-12 15:15:42,2022-07-12 16:03:34,2,-87
238,1,2022-07-12 15:22:33,2022-07-12 16:28:37,12,-73
239,1,2022-07-12 15:27:07,2022-07-12 15:59:01,18,-87
240,1,2022-07-12 15:47:37,2022-07-12 19:35:15,6,-54
241,1,2022-07-12 16:05:52,2022-07-12 17:32:21,2,-78
242,1,2022-07-12 17:34:38,2022-07-12 18:13:18,2,-77
243,1,2022-07-12 18:15:35,2022-07-12 19:35:15,2,-82
244,5,2022-07-13 08:15:21,2022-07-13 15:23:43,1,-74
245,1,2022-07-13 09:35:24,2022-07-13 11:35:51,12,-71
246,3,2022-07-13 10:41:24,2022-07-13 19:27:16,28,-83
247,1,2022-07-13 11:54:02,2022-07-13 12:28:08,12,-75
248,1,2022-07-13 12:23:35,2022-07-13 14:38:12,6,-63
249,1,2022-07-13 12:30:25,2022-07-13 14:13:01,12,-72
250,1,2022-07-13 12:37:15,2022-07-13 17:17:27,2,-75
251,1,2022-07-13 13:57:02,2022-07-13 14:08:27,7,-67
252,1,2022-07-13 14:03:52,2022-07-13 14:29:04,4,-64
253,1,2022-07-13 14:10:44,2022-07-13 14:47:19,7,-71
254,1,2022-07-13 14:15:18,2022-07-13 15:44:10,12,-74
255,1,2022-07-13 14:31:21,2022-07-13 14:38:13,4,-69
256,1,2022-07-13 15:44:10,2022-07-13 15:53:18,6,-86
257,1,2022-07-13 15:44:11,2022-07-13 15:46:27,4,-72
258,1,2022-07-13 15:46:28,2022-07-13 15:53:18,3,-76
259,1,2022-07-13 15:48:44,2022-07-13 15:53:19,4,-69
260,1,2022-07-13 15:57:52,2022-07-13 16:00:09,5,-78
261,1,2022-07-13 16:11:31,2022-07-13 16:13:47,4,-71
262,1,2022-07-13 16:13:48,2022-07-13 18:55:10,23,-63
263,1,2022-07-13 16:52:26,2022-07-13 17:17:27,6,-60
264,3,2022-07-13 17:17:30,2022-07-13 19:30:17,2,-83
265,3,2022-07-13 17:17:30,2022-07-13 19:39:34,6,-60
266,1,2022-07-13 17:51:32,2022-07-13 19:28:00,4,-67
267,1,2022-07-13 19:30:17,2022-07-13 19:34:51,2,-65
268,1,2022-07-13 19:30:18,2022-07-13 19:32:34,4,-64
269,3,2022-07-13 19:33:25,2022-07-13 19:39:34,4,-78
270,1,2022-07-14 08:24:32,2022-07-14 08:25:44,1,-84
271,5,2022-07-14 08:25:45,2022-07-14 18:07:06,1,-81
272,1,2022-07-14 08:40:27,2022-07-14 15:16:39,2,-99
273,1,2022-07-14 08:47:17,2022-07-14 13:20:30,6,-58
274,1,2022-07-14 11:26:42,2022-07-14 13:52:24,4,-72
275,1,2022-07-14 11:33:32,2022-07-14 13:25:04,11,-71
276,1,2022-07-14 11:51:44,2022-07-14 13:50:07,9,-68
277,2,2022-07-14 11:58:26,2022-07-14 11:59:21,28,-72
278,3,2022-07-14 12:02:57,2022-07-14 12:58:17,28,-81
279,1,2022-07-14 12:57:43,2022-07-14 14:26:33,20,-85
280,1,2022-07-14 13:00:00,2022-07-14 13:27:21,17,-75
281,1,2022-07-14 13:22:47,2022-07-14 13:52:25,6,-60
282,1,2022-07-14 13:27:21,2022-07-14 14:35:41,11,-72
283,1,2022-07-14 13:29:38,2022-07-14 14:31:07,17,-71
284,1,2022-07-14 13:52:25,2022-07-14 13:56:58,9,-70
285,1,2022-07-14 14:28:50,2022-07-14 14:31:08,20,-66
286,1,2022-07-14 14:35:41,2022-07-14 14:37:58,17,-86
287,1,2022-07-14 14:37:58,2022-07-14 17:17:17,11,-74
288,1,2022-07-14 14:40:15,2022-07-14 15:03:00,23,-75
289,1,2022-07-14 15:05:17,2022-07-14 15:59:58,23,-61
290,1,2022-07-14 15:18:56,2022-07-14 16:09:04,2,-63
291,1,2022-07-14 16:11:21,2022-07-14 16:20:27,2,-52
292,3,2022-07-14 16:21:05,2022-07-14 22:42:12,28,-84
293,1,2022-07-14 16:22:44,2022-07-14 17:33:13,2,-52
294,1,2022-07-14 17:19:34,2022-07-14 17:33:13,11,-79
295,1,2022-07-14 22:44:20,2022-07-14 22:46:36,28,-99
296,1,2022-07-14 22:48:53,2022-07-14 22:51:10,28,-91
297,1,2022-07-14 22:53:26,2022-07-14 22:54:30,28,-84
298,3,2022-07-14 22:54:30,2022-07-15 15:12:04,28,-82
299,1,2022-07-15 08:25:35,2022-07-15 08:29:38,1,-77
300,5,2022-07-15 08:29:38,2022-07-15 17:22:03,1,-76
301,1,2022-07-15 10:21:27,2022-07-15 11:56:52,5,-67
302,1,2022-07-15 12:03:42,2022-07-15 15:12:50,6,-73
303,1,2022-07-15 12:19:36,2022-07-15 12:21:53,25,-80
304,1,2022-07-15 12:46:52,2022-07-15 12:49:09,25,-83
305,3,2022-07-15 12:50:41,2022-07-15 12:56:50,25,-91
306,1,2022-07-15 12:53:43,2022-07-15 15:05:59,22,-72
307,1,2022-07-15 12:58:17,2022-07-15 15:12:50,2,-58
308,1,2022-07-15 13:00:34,2022-07-15 15:38:03,11,-66
309,1,2022-07-15 13:05:08,2022-07-15 14:38:28,5,-74
310,1,2022-07-15 13:32:25,2022-07-15 15:56:22,15,-71
311,1,2022-07-15 13:57:27,2022-07-15 14:11:08,20,-71
312,1,2022-07-15 14:04:17,2022-07-15 14:06:34,4,-76
313,1,2022-07-15 14:13:25,2022-07-15 14:52:16,20,-75
314,1,2022-07-15 14:40:45,2022-07-15 15:44:55,5,-78
315,1,2022-07-15 14:54:34,2022-07-15 15:56:23,20,-87
316,1,2022-07-15 14:54:34,2022-07-15 15:17:26,23,-80
317,1,2022-07-15 15:08:16,2022-07-15 16:30:43,22,-70
318,1,2022-07-15 15:15:07,2022-07-15 16:37:33,2,-63
319,1,2022-07-15 15:15:09,2022-07-15 16:00:58,28,-74
320,1,2022-07-15 15:15:09,2022-07-15 15:58:40,6,-66
321,1,2022-07-15 15:19:43,2022-07-15 15:47:13,23,-67
322,1,2022-07-15 15:22:01,2022-07-15 15:56:23,26,-81
323,1,2022-07-15 15:22:01,2022-07-15 16:16:59,27,-72
324,1,2022-07-15 15:26:36,2022-07-15 15:44:55,25,-71
325,1,2022-07-15 15:31:11,2022-07-15 17:27:34,9,-74
326,1,2022-07-15 15:40:20,2022-07-15 15:44:56,11,-86
327,1,2022-07-15 15:42:38,2022-07-15 16:19:16,4,-70
328,1,2022-07-15 15:47:13,2022-07-15 16:21:34,25,-74
329,1,2022-07-15 15:47:14,2022-07-15 16:16:59,5,-78
330,1,2022-07-15 15:47:14,2022-07-15 16:00:58,11,-73
331,1,2022-07-15 15:49:31,2022-07-15 17:54:52,23,-74
332,1,2022-07-15 15:58:40,2022-07-15 18:01:42,15,-68
333,1,2022-07-15 15:58:41,2022-07-15 16:07:50,26,-80
334,1,2022-07-15 15:58:41,2022-07-15 16:28:26,20,-70
335,1,2022-07-15 16:00:59,2022-07-15 16:16:59,6,-66
336,1,2022-07-15 16:03:16,2022-07-15 16:07:24,28,-84
337,3,2022-07-15 16:07:24,2022-07-15 16:25:52,28,-69
338,1,2022-07-15 16:10:08,2022-07-15 16:21:34,26,-86
339,1,2022-07-15 16:19:17,2022-07-15 16:21:34,27,-76
340,1,2022-07-15 16:26:08,2022-07-15 16:37:34,27,-76
341,1,2022-07-15 16:26:09,2022-07-15 16:35:16,26,-79
342,1,2022-07-15 16:26:09,2022-07-15 16:35:17,25,-76
343,1,2022-07-15 17:29:51,2022-07-15 17:36:40,9,-71
344,1,2022-07-15 17:48:02,2022-07-15 17:50:19,6,-67
345,2,2022-07-15 17:49:58,2022-07-15 17:55:30,4,-71
346,2,2022-07-15 17:50:53,2022-07-15 17:55:30,6,-62
347,2,2022-07-15 17:51:49,2022-07-15 17:54:34,5,-86
348,2,2022-07-15 17:55:30,2022-07-15 17:56:26,5,-94
349,1,2022-07-15 17:57:09,2022-07-15 18:06:16,4,-71
350,1,2022-07-15 17:57:09,2022-07-15 18:35:50,6,-59
351,1,2022-07-15 17:57:09,2022-07-15 18:24:28,23,-66
352,2,2022-07-15 17:57:21,2022-07-15 17:58:16,5,-93
353,2,2022-07-15 17:59:12,2022-07-15 18:00:07,5,-88
354,2,2022-07-15 18:01:03,2022-07-15 18:06:33,5,-91
355,1,2022-07-15 18:03:59,2022-07-15 18:58:34,15,-76
356,2,2022-07-15 18:07:29,2022-07-15 18:09:19,5,-92
357,2,2022-07-15 18:11:10,2022-07-15 18:12:05,5,-81
358,2,2022-07-15 18:13:00,2022-07-15 18:21:16,5,-87
359,2,2022-07-15 18:23:06,2022-07-15 18:24:57,5,-83
360,2,2022-07-15 18:24:57,2022-07-15 18:28:38,28,-79
361,2,2022-07-15 18:26:47,2022-07-15 18:27:43,5,-88
362,2,2022-07-15 18:28:39,2022-07-15 18:31:24,5,-86
363,1,2022-07-15 18:29:01,2022-07-15 18:35:50,4,-65
364,2,2022-07-15 18:29:34,2022-07-15 18:32:20,28,-81
365,2,2022-07-15 18:32:20,2022-07-15 18:34:10,5,-86
366,2,2022-07-15 18:35:06,2022-07-15 18:36:56,5,-88
367,2,2022-07-15 18:37:52,2022-07-15 18:46:07,5,-85
368,2,2022-07-15 18:47:57,2022-07-15 18:52:34,5,-93
369,2,2022-07-15 18:53:29,2022-07-15 18:58:05,5,-84
370,2,2022-07-15 18:59:00,2022-07-15 18:59:55,5,-87
371,1,2022-07-15 19:00:50,2022-07-16 08:18:14,15,-66
372,2,2022-07-15 19:00:51,2022-07-15 19:01:46,5,-81
373,1,2022-07-16 07:30:27,2022-07-16 08:13:38,9,-90
374,1,2022-07-16 07:59:59,2022-07-16 08:03:48,1,-84
375,5,2022-07-16 08:03:48,2022-07-16 15:36:35,1,-75
376,1,2022-07-16 08:09:05,2022-07-16 08:18:14,4,-75
377,1,2022-07-16 08:09:05,2022-07-16 08:18:14,6,-64
378,1,2022-07-16 08:52:24,2022-07-16 12:59:16,20,-67
379,1,2022-07-16 08:52:25,2022-07-16 09:49:32,23,-69
380,1,2022-07-16 09:03:53,2022-07-16 13:15:16,9,-71
381,1,2022-07-16 09:13:00,2022-07-16 13:12:59,6,-76
382,1,2022-07-16 09:13:00,2022-07-16 11:30:01,15,-67
383,1,2022-07-16 09:13:00,2022-07-16 09:24:27,11,-78
384,1,2022-07-16 09:13:01,2022-07-16 09:47:15,13,-81
385,1,2022-07-16 09:13:01,2022-07-16 13:01:34,26,-80
386,1,2022-07-16 09:13:01,2022-07-16 12:59:17,24,-75
387,1,2022-07-16 09:13:02,2022-07-16 09:17:36,28,-82
388,1,2022-07-16 09:13:02,2022-07-16 10:19:11,27,-86
389,3,2022-07-16 09:19:43,2022-07-16 11:24:40,28,-70
390,1,2022-07-16 09:26:44,2022-07-16 15:02:26,11,-76
391,1,2022-07-16 09:49:33,2022-07-16 11:55:22,13,-73
392,1,2022-07-16 10:10:03,2022-07-16 11:41:32,22,-69
393,1,2022-07-16 10:10:04,2022-07-16 11:20:53,5,-70
394,1,2022-07-16 10:21:29,2022-07-16 12:56:59,27,-76
395,1,2022-07-16 11:16:14,2022-07-16 11:36:55,23,-82
396,1,2022-07-16 11:25:27,2022-07-16 11:32:20,28,-72
397,1,2022-07-16 11:32:20,2022-07-16 12:20:28,15,-65
398,1,2022-07-16 11:34:38,2022-07-16 12:06:47,28,-71
399,1,2022-07-16 11:39:13,2022-07-16 11:53:05,23,-65
400,1,2022-07-16 11:43:50,2022-07-16 13:56:20,22,-65
401,1,2022-07-16 12:22:45,2022-07-16 14:28:15,15,-67
402,1,2022-07-16 12:59:17,2022-07-16 13:24:24,27,-84
403,1,2022-07-16 13:10:42,2022-07-16 14:10:02,5,-68
404,1,2022-07-16 13:12:59,2022-07-16 13:24:24,26,-63
405,1,2022-07-16 13:15:16,2022-07-16 13:24:24,23,-71
406,1,2022-07-16 13:24:25,2022-07-16 13:26:42,4,-75
407,1,2022-07-16 13:33:32,2022-07-16 13:56:21,20,-73
408,1,2022-07-16 13:33:32,2022-07-16 14:39:38,9,-67
409,1,2022-07-16 13:44:55,2022-07-16 17:41:43,18,-89
410,1,2022-07-16 13:51:45,2022-07-16 15:00:08,2,-69
411,1,2022-07-16 13:51:46,2022-07-16 15:00:09,6,-59
412,1,2022-07-16 13:51:46,2022-07-16 13:58:38,28,-63
413,1,2022-07-16 13:54:03,2022-07-16 15:45:37,23,-72
414,1,2022-07-16 14:00:55,2022-07-16 15:45:37,28,-68
415,1,2022-07-16 14:12:18,2022-07-16 15:00:09,5,-79
416,1,2022-07-16 14:41:55,2022-07-16 14:44:12,9,-77
417,1,2022-07-16 15:47:54,2022-07-16 17:44:00,28,-69
418,1,2022-07-16 15:47:54,2022-07-16 17:41:43,23,-74
419,1,2022-07-17 07:48:13,2022-07-17 08:20:03,9,-80
420,1,2022-07-17 08:08:40,2022-07-17 08:15:30,6,-71
421,1,2022-07-17 08:10:57,2022-07-17 08:13:29,1,-87
422,5,2022-07-17 08:13:29,2022-07-17 15:34:05,1,-73
423,1,2022-07-17 08:15:30,2022-07-17 10:41:16,11,-76
424,1,2022-07-17 08:58:42,2022-07-17 10:41:16,18,-79
425,1,2022-07-17 09:12:20,2022-07-17 09:57:55,26,-87
426,1,2022-07-17 09:14:37,2022-07-17 11:29:06,27,-84
427,1,2022-07-17 09:26:01,2022-07-17 13:30:02,22,-74
428,1,2022-07-17 09:46:30,2022-07-17 10:41:16,23,-83
429,1,2022-07-17 09:51:04,2022-07-17 11:29:07,15,-74
430,1,2022-07-17 10:07:02,2022-07-17 11:54:10,24,-76
431,1,2022-07-17 10:07:02,2022-07-17 13:30:03,20,-82
432,1,2022-07-17 10:38:59,2022-07-17 10:41:17,6,-69
433,1,2022-07-17 10:54:56,2022-07-17 11:29:07,6,-67
434,1,2022-07-17 11:08:36,2022-07-17 12:21:33,26,-74
435,1,2022-07-17 11:47:20,2022-07-17 13:34:37,11,-78
436,1,2022-07-17 12:12:24,2022-07-17 12:53:28,18,-83
437,3,2022-07-17 12:23:34,2022-07-17 12:30:40,26,-89
438,1,2022-07-17 12:28:23,2022-07-17 14:06:36,27,-86
439,1,2022-07-17 12:30:41,2022-07-17 12:53:29,26,-81
440,1,2022-07-17 12:30:41,2022-07-17 12:53:29,5,-78
441,1,2022-07-17 13:11:43,2022-07-17 14:01:59,5,-80
442,1,2022-07-17 13:11:43,2022-07-17 13:25:27,6,-53
443,1,2022-07-17 13:18:34,2022-07-17 15:53:53,2,-98
444,1,2022-07-17 13:18:35,2022-07-17 13:22:19,23,-85
445,1,2022-07-17 13:18:35,2022-07-17 13:30:03,25,-86
446,1,2022-07-17 13:18:35,2022-07-17 13:23:10,4,-81
447,2,2022-07-17 13:22:19,2022-07-17 13:24:10,23,-75
448,1,2022-07-17 13:25:28,2022-07-17 13:30:04,23,-69
449,1,2022-07-17 13:25:28,2022-07-17 13:34:38,4,-84
450,1,2022-07-17 14:01:59,2022-07-17 14:06:36,26,-73
451,1,2022-07-17 14:08:53,2022-07-17 15:26:23,9,-87
452,1,2022-07-17 14:49:49,2022-07-17 15:37:56,4,-75
453,1,2022-07-17 14:49:50,2022-07-17 15:56:10,11,-83
454,1,2022-07-17 14:49:50,2022-07-17 15:03:31,6,-76
455,1,2022-07-17 14:52:07,2022-07-17 15:58:27,15,-85
456,1,2022-07-17 15:05:49,2022-07-17 15:53:53,6,-64
457,1,2022-07-17 15:28:43,2022-07-17 15:58:27,9,-71
458,1,2022-07-17 15:40:13,2022-07-17 15:58:28,4,-74
459,1,2022-07-17 15:56:10,2022-07-17 15:58:28,6,-69
460,1,2022-07-19 06:54:38,2022-07-19 18:11:54,15,-85
461,1,2022-07-19 08:14:09,2022-07-19 08:14:41,1,-79
462,5,2022-07-19 08:14:41,2022-07-19 17:42:24,1,-75
463,1,2022-07-19 08:36:52,2022-07-19 11:48:41,12,-74
464,1,2022-07-19 08:43:42,2022-07-19 09:49:48,27,-83
465,1,2022-07-19 08:50:31,2022-07-19 09:17:52,18,-86
466,1,2022-07-19 08:59:38,2022-07-19 10:19:38,20,-66
467,1,2022-07-19 09:01:55,2022-07-19 10:15:03,25,-79
468,1,2022-07-19 09:04:12,2022-07-19 10:31:07,22,-74
469,1,2022-07-19 09:13:19,2022-07-19 18:11:54,2,-82
470,1,2022-07-19 09:20:10,2022-07-19 10:28:50,18,-74
471,1,2022-07-19 09:52:05,2022-07-19 10:31:08,27,-62
472,1,2022-07-19 10:05:52,2022-07-19 13:06:11,6,-88
473,1,2022-07-19 10:12:46,2022-07-19 18:11:55,11,-81
474,1,2022-07-19 10:17:21,2022-07-19 10:26:33,25,-73
475,1,2022-07-19 10:21:56,2022-07-19 10:28:50,20,-71
476,1,2022-07-19 10:24:13,2022-07-19 11:23:35,4,-72
477,3,2022-07-19 10:30:24,2022-07-19 10:33:25,25,-85
478,1,2022-07-19 10:33:25,2022-07-19 12:27:29,13,-76
479,1,2022-07-19 10:33:26,2022-07-19 10:37:59,25,-79
480,1,2022-07-19 10:38:00,2022-07-19 11:25:52,5,-74
481,1,2022-07-19 11:25:52,2022-07-19 15:23:11,4,-61
482,1,2022-07-19 11:28:09,2022-07-19 18:11:55,5,-66
483,1,2022-07-19 11:50:59,2022-07-19 12:13:46,12,-69
484,1,2022-07-19 12:16:05,2022-07-19 12:32:02,12,-78
485,1,2022-07-19 12:47:58,2022-07-19 14:23:51,12,-88
486,1,2022-07-19 13:08:28,2022-07-19 18:11:55,6,-54
487,1,2022-07-19 14:46:38,2022-07-19 15:11:48,18,-78
488,1,2022-07-19 15:25:28,2022-07-19 18:11:56,4,-52
489,2,2022-07-19 16:43:33,2022-07-19 16:44:28,28,-85
490,3,2022-07-19 16:50:36,2022-07-19 19:01:48,28,-79
491,1,2022-07-20 08:11:56,2022-07-20 08:17:09,1,-92
492,5,2022-07-20 08:17:09,2022-07-20 17:40:07,1,-75
493,3,2022-07-20 09:23:42,2022-07-20 10:38:41,28,-70
494,3,2022-07-20 12:12:23,2022-07-20 13:14:52,28,-85
495,1,2022-07-20 13:16:18,2022-07-20 14:33:46,6,-79
496,1,2022-07-20 13:30:01,2022-07-20 14:36:03,4,-68
497,1,2022-07-20 14:20:05,2022-07-20 14:36:03,3,-75
498,1,2022-07-20 15:19:16,2022-07-20 16:11:41,6,-85
499,1,2022-07-20 15:23:53,2022-07-20 15:44:22,4,-59
500,1,2022-07-20 16:04:50,2022-07-20 16:07:07,3,-77
501,1,2022-07-20 16:13:58,2022-07-20 16:43:31,22,-78
502,1,2022-07-20 16:45:47,2022-07-20 19:02:07,22,-77
503,1,2022-07-20 17:53:58,2022-07-20 17:58:30,4,-98
504,1,2022-07-21 08:18:58,2022-07-21 08:20:56,1,-87
505,5,2022-07-21 08:20:56,2022-07-21 18:38:59,1,-72
506,1,2022-07-21 08:50:47,2022-07-21 08:53:04,22,-81
507,1,2022-07-21 10:35:16,2022-07-21 13:53:19,11,-68
508,1,2022-07-21 11:54:50,2022-07-21 18:40:06,6,-65
509,1,2022-07-21 12:17:34,2022-07-21 15:01:44,4,-80
510,1,2022-07-21 12:58:41,2022-07-21 14:32:01,20,-74
511,1,2022-07-21 13:55:36,2022-07-21 18:33:17,11,-76
512,1,2022-07-21 14:45:41,2022-07-21 15:29:03,22,-82
513,1,2022-07-21 15:04:01,2022-07-21 15:38:09,4,-66
514,1,2022-07-21 15:40:26,2022-07-21 16:25:56,4,-65
515,1,2022-07-21 16:19:06,2022-07-21 21:55:34,2,-66
516,3,2022-07-21 16:25:10,2022-07-21 19:39:03,28,-70
517,3,2022-07-21 16:31:27,2022-07-21 18:42:49,4,-72
518,3,2022-07-21 19:45:18,2022-07-21 22:02:45,28,-79
519,3,2022-07-21 21:56:30,2022-07-21 22:02:45,2,-86
520,1,2022-07-22 08:24:28,2022-07-22 08:24:49,1,-81
521,5,2022-07-22 08:24:50,2022-07-22 14:01:23,1,-70
522,1,2022-07-22 10:36:14,2022-07-22 10:38:30,25,-86
523,1,2022-07-22 11:05:46,2022-07-22 15:00:27,6,-69
524,1,2022-07-22 11:28:30,2022-07-22 13:04:05,15,-80
525,1,2022-07-22 11:33:03,2022-07-22 14:37:40,12,-73
526,1,2022-07-22 11:55:48,2022-07-22 17:37:52,9,-67
527,1,2022-07-22 12:32:12,2022-07-22 12:34:29,5,-73
528,1,2022-07-22 12:48:08,2022-07-22 12:50:25,25,-81
529,1,2022-07-22 12:52:42,2022-07-22 16:15:44,5,-86
530,1,2022-07-22 12:57:15,2022-07-22 13:40:34,4,-75
531,1,2022-07-22 13:06:23,2022-07-22 15:57:27,15,-80
532,1,2022-07-22 13:24:36,2022-07-22 13:52:03,2,-82
533,1,2022-07-22 13:24:37,2022-07-22 14:21:42,11,-64
